place,Jurisdiction,Age,Females,Males,year
428,Boulder County,40-44,10341.0,10276,2016.0
429,Broomfield City/County,40-44,2171.0,2580,2016.0
430,Clear Creek County,40-44,295.0,332,2016.0
431,Denver City/County,40-44,22382.0,25984,2016.0
431,Denver City/County,40-44,22382.0,25984,2016.0
432,Douglas County,40-44,13697.0,13324,2016.0
433,Gilpin County,40-44,200.0,328,2016.0
434,Jefferson County,40-44,17759.0,18148,2016.0
435,Bow Mar,40-44,31.0,32,2016.0
436,Weld County,40-44,8480.0,8998,2016.0
437,Brighton,40-44,1355.0,1491,2016.0
438,Castle Pines,40-44,616.0,584,2016.0
439,Castle Rock,40-44,2181.0,2162,2016.0
440,Centennial,40-44,4064.0,3835,2016.0
441,Central City,40-44,30.0,35,2016.0
442,Cherry Hills Village,40-44,155.0,150,2016.0
443,Columbine Valley,40-44,32.0,36,2016.0
444,Commerce City,40-44,1855.0,1957,2016.0
445,Dacono,40-44,127.0,183,2016.0
446,Deer Trail,40-44,2.0,0,2016.0
447,Edgewater,40-44,79.0,176,2016.0
448,Elizabeth,40-44,20.0,27,2016.0
449,Empire,40-44,6.0,14,2016.0
450,Englewood,40-44,1022.0,958,2016.0
451,Erie,40-44,806.0,1104,2016.0
452,Federal Heights,40-44,424.0,320,2016.0
453,Firestone,40-44,469.0,442,2016.0
454,Fort Lupton,40-44,155.0,197,2016.0
455,Foxfield,40-44,17.0,19,2016.0
456,Frederick,40-44,429.0,466,2016.0
457,Georgetown,40-44,53.0,38,2016.0
458,Glendale,40-44,120.0,167,2016.0
459,Golden,40-44,475.0,600,2016.0
459,Golden,40-44,475.0,600,2016.0
460,Greenwood Village,40-44,515.0,492,2016.0
461,Hudson,40-44,57.0,170,2016.0
462,Idaho Springs,40-44,105.0,79,2016.0
463,Jamestown,40-44,7.0,19,2016.0
464,Keenesburg,40-44,40.0,42,2016.0
465,Kiowa,40-44,11.0,19,2016.0
466,Lafayette,40-44,1136.0,1088,2016.0
467,Lakeside,40-44,3.0,0,2016.0
468,Lakewood,40-44,4308.0,4363,2016.0
469,Larkspur,40-44,1.0,10,2016.0
470,Littleton,40-44,1374.0,1415,2016.0
471,Lone Tree,40-44,526.0,550,2016.0
472,Longmont,40-44,2841.0,2896,2016.0
473,Louisville,40-44,895.0,888,2016.0
474,Lyons,40-44,128.0,102,2016.0
475,Mead,40-44,116.0,104,2016.0
476,Morrison,40-44,2.0,5,2016.0
477,Mountain View,40-44,26.0,25,2016.0
478,Nederland,40-44,45.0,124,2016.0
479,Northglenn,40-44,854.0,956,2016.0
480,Parker,40-44,2266.0,2339,2016.0
481,Platteville,40-44,93.0,74,2016.0
482,Sheridan,40-44,70.0,119,2016.0
483,Silver Plume,40-44,16.0,7,2016.0
484,Superior,40-44,697.0,482,2016.0
485,Thornton,40-44,5056.0,4809,2016.0
486,Ward,40-44,0.0,12,2016.0
487,Westminster,40-44,3981.0,4111,2016.0
488,Wheat Ridge,40-44,983.0,1194,2016.0
489,Weld County (DRCOG),40-44,2202.0,2512,2016.0
490,Region,40-44,115301.0,120566,2016.0
421,Arvada,45-49,4043.0,3928,2016.0
422,Aurora,45-49,11877.0,11526,2016.0
423,Bennett,45-49,75.0,96,2016.0
424,Black Hawk,45-49,4.0,2,2016.0
425,Boulder City,45-49,2516.0,2782,2016.0
426,Adams County,45-49,15167.0,15834,2016.0
427,Arapahoe County,45-49,21086.0,20478,2016.0
428,Boulder County,45-49,10495.0,10386,2016.0
429,Broomfield City/County,45-49,2330.0,2370,2016.0
430,Clear Creek County,45-49,378.0,337,2016.0
431,Denver City/County,45-49,18852.0,21264,2016.0
431,Denver City/County,45-49,18852.0,21264,2016.0
432,Douglas County,45-49,13584.0,13260,2016.0
433,Gilpin County,45-49,223.0,195,2016.0
434,Jefferson County,45-49,19713.0,19098,2016.0
435,Bow Mar,45-49,47.0,52,2016.0
436,Weld County,45-49,8647.0,8900,2016.0
437,Brighton,45-49,1339.0,1201,2016.0
438,Castle Pines,45-49,660.0,465,2016.0
439,Castle Rock,45-49,1897.0,2038,2016.0
440,Centennial,45-49,4148.0,3575,2016.0
441,Central City,45-49,48.0,32,2016.0
442,Cherry Hills Village,45-49,304.0,285,2016.0
443,Columbine Valley,45-49,16.0,27,2016.0
444,Commerce City,45-49,1231.0,1516,2016.0
445,Dacono,45-49,201.0,184,2016.0
446,Deer Trail,45-49,17.0,7,2016.0
447,Edgewater,45-49,151.0,288,2016.0
448,Elizabeth,45-49,52.0,73,2016.0
449,Empire,45-49,4.0,3,2016.0
450,Englewood,45-49,894.0,777,2016.0
451,Erie,45-49,717.0,747,2016.0
452,Federal Heights,45-49,346.0,315,2016.0
453,Firestone,45-49,474.0,430,2016.0
454,Fort Lupton,45-49,264.0,305,2016.0
455,Foxfield,45-49,24.0,26,2016.0
456,Frederick,45-49,301.0,347,2016.0
457,Georgetown,45-49,47.0,50,2016.0
458,Glendale,45-49,70.0,84,2016.0
459,Golden,45-49,596.0,662,2016.0
459,Golden,45-49,596.0,662,2016.0
460,Greenwood Village,45-49,630.0,569,2016.0
461,Hudson,45-49,28.0,119,2016.0
462,Idaho Springs,45-49,51.0,37,2016.0
463,Jamestown,45-49,6.0,14,2016.0
464,Keenesburg,45-49,30.0,29,2016.0
465,Kiowa,45-49,46.0,50,2016.0
466,Lafayette,45-49,976.0,955,2016.0
467,Lakeside,45-49,0.0,0,2016.0
468,Lakewood,45-49,4491.0,4491,2016.0
469,Larkspur,45-49,7.0,8,2016.0
470,Littleton,45-49,1295.0,1371,2016.0
471,Lone Tree,45-49,462.0,465,2016.0
472,Longmont,45-49,3314.0,3286,2016.0
473,Louisville,45-49,780.0,796,2016.0
474,Lyons,45-49,71.0,75,2016.0
475,Mead,45-49,208.0,136,2016.0
476,Morrison,45-49,6.0,12,2016.0
477,Mountain View,45-49,18.0,25,2016.0
478,Nederland,45-49,111.0,72,2016.0
479,Northglenn,45-49,1175.0,1313,2016.0
480,Parker,45-49,2099.0,2074,2016.0
481,Platteville,45-49,95.0,148,2016.0
482,Sheridan,45-49,202.0,191,2016.0
483,Silver Plume,45-49,6.0,20,2016.0
484,Superior,45-49,653.0,554,2016.0
485,Thornton,45-49,4137.0,4324,2016.0
486,Ward,45-49,8.0,2,2016.0
487,Westminster,45-49,4034.0,3616,2016.0
488,Wheat Ridge,45-49,776.0,935,2016.0
489,Weld County (DRCOG),45-49,2345.0,2341,2016.0
490,Region,45-49,111488.0,113172,2016.0
421,Arvada,50-54,4913.0,4285,2016.0
422,Aurora,50-54,11097.0,10358,2016.0
423,Bennett,50-54,57.0,142,2016.0
424,Black Hawk,50-54,12.0,20,2016.0
425,Boulder City,50-54,2722.0,2740,2016.0
426,Adams County,50-54,15084.0,15303,2016.0
427,Arapahoe County,50-54,22084.0,20784,2016.0
428,Boulder County,50-54,11022.0,10636,2016.0
429,Broomfield City/County,50-54,2234.0,2111,2016.0
430,Clear Creek County,50-54,425.0,403,2016.0
431,Denver City/County,50-54,18244.0,19269,2016.0
431,Denver City/County,50-54,18244.0,19269,2016.0
432,Douglas County,50-54,12486.0,12304,2016.0
433,Gilpin County,50-54,244.0,253,2016.0
434,Jefferson County,50-54,23007.0,21542,2016.0
435,Bow Mar,50-54,52.0,49,2016.0
436,Weld County,50-54,8837.0,9019,2016.0
437,Brighton,50-54,1063.0,1248,2016.0
438,Castle Pines,50-54,412.0,432,2016.0
439,Castle Rock,50-54,2050.0,1833,2016.0
440,Centennial,50-54,4435.0,4454,2016.0
441,Central City,50-54,8.0,69,2016.0
442,Cherry Hills Village,50-54,339.0,285,2016.0
443,Columbine Valley,50-54,51.0,41,2016.0
444,Commerce City,50-54,1242.0,1410,2016.0
445,Dacono,50-54,141.0,228,2016.0
446,Deer Trail,50-54,22.0,13,2016.0
447,Edgewater,50-54,336.0,140,2016.0
448,Elizabeth,50-54,30.0,38,2016.0
449,Empire,50-54,18.0,6,2016.0
450,Englewood,50-54,1289.0,1286,2016.0
451,Erie,50-54,839.0,1016,2016.0
452,Federal Heights,50-54,379.0,444,2016.0
453,Firestone,50-54,360.0,338,2016.0
454,Fort Lupton,50-54,284.0,313,2016.0
455,Foxfield,50-54,22.0,22,2016.0
456,Frederick,50-54,416.0,402,2016.0
457,Georgetown,50-54,36.0,42,2016.0
458,Glendale,50-54,73.0,189,2016.0
459,Golden,50-54,629.0,578,2016.0
459,Golden,50-54,629.0,578,2016.0
460,Greenwood Village,50-54,643.0,450,2016.0
461,Hudson,50-54,84.0,112,2016.0
462,Idaho Springs,50-54,83.0,66,2016.0
463,Jamestown,50-54,12.0,7,2016.0
464,Keenesburg,50-54,43.0,90,2016.0
465,Kiowa,50-54,39.0,53,2016.0
466,Lafayette,50-54,1105.0,830,2016.0
467,Lakeside,50-54,0.0,1,2016.0
468,Lakewood,50-54,5348.0,5072,2016.0
469,Larkspur,50-54,18.0,11,2016.0
470,Littleton,50-54,2015.0,1711,2016.0
471,Lone Tree,50-54,410.0,496,2016.0
472,Longmont,50-54,3190.0,2961,2016.0
473,Louisville,50-54,913.0,843,2016.0
474,Lyons,50-54,13.0,71,2016.0
475,Mead,50-54,145.0,124,2016.0
476,Morrison,50-54,25.0,18,2016.0
477,Mountain View,50-54,21.0,40,2016.0
478,Nederland,50-54,59.0,7,2016.0
479,Northglenn,50-54,1048.0,1036,2016.0
480,Parker,50-54,1541.0,1695,2016.0
481,Platteville,50-54,92.0,100,2016.0
482,Sheridan,50-54,133.0,162,2016.0
483,Silver Plume,50-54,9.0,6,2016.0
484,Superior,50-54,462.0,553,2016.0
485,Thornton,50-54,4407.0,4057,2016.0
486,Ward,50-54,0.0,0,2016.0
487,Westminster,50-54,3872.0,4176,2016.0
488,Wheat Ridge,50-54,1091.0,921,2016.0
489,Weld County (DRCOG),50-54,2500.0,2507,2016.0
490,Region,50-54,114919.0,112834,2016.0
421,Arvada,55-59,4249.0,4020,2016.0
422,Aurora,55-59,10562.0,9689,2016.0
423,Bennett,55-59,35.0,96,2016.0
424,Black Hawk,55-59,2.0,27,2016.0
425,Boulder City,55-59,2271.0,2466,2016.0
426,Adams County,55-59,13772.0,13265,2016.0
427,Arapahoe County,55-59,21069.0,19679,2016.0
428,Boulder County,55-59,10611.0,10414,2016.0
429,Broomfield City/County,55-59,2094.0,2150,2016.0
430,Clear Creek County,55-59,501.0,554,2016.0
431,Denver City/County,55-59,17976.0,18183,2016.0
431,Denver City/County,55-59,17976.0,18183,2016.0
432,Douglas County,55-59,10117.0,10264,2016.0
433,Gilpin County,55-59,338.0,265,2016.0
434,Jefferson County,55-59,22448.0,21310,2016.0
435,Bow Mar,55-59,62.0,47,2016.0
436,Weld County,55-59,8894.0,8058,2016.0
437,Brighton,55-59,843.0,905,2016.0
438,Castle Pines,55-59,409.0,426,2016.0
439,Castle Rock,55-59,1424.0,1502,2016.0
440,Centennial,55-59,4281.0,4185,2016.0
441,Central City,55-59,50.0,34,2016.0
442,Cherry Hills Village,55-59,341.0,320,2016.0
443,Columbine Valley,55-59,83.0,88,2016.0
444,Commerce City,55-59,1478.0,1198,2016.0
445,Dacono,55-59,80.0,77,2016.0
446,Deer Trail,55-59,49.0,51,2016.0
447,Edgewater,55-59,136.0,74,2016.0
448,Elizabeth,55-59,27.0,15,2016.0
449,Empire,55-59,23.0,19,2016.0
450,Englewood,55-59,1253.0,1069,2016.0
451,Erie,55-59,610.0,570,2016.0
452,Federal Heights,55-59,386.0,296,2016.0
453,Firestone,55-59,289.0,336,2016.0
454,Fort Lupton,55-59,198.0,213,2016.0
455,Foxfield,55-59,24.0,21,2016.0
456,Frederick,55-59,276.0,282,2016.0
457,Georgetown,55-59,41.0,29,2016.0
458,Glendale,55-59,71.0,128,2016.0
459,Golden,55-59,617.0,489,2016.0
459,Golden,55-59,617.0,489,2016.0
460,Greenwood Village,55-59,730.0,753,2016.0
461,Hudson,55-59,65.0,85,2016.0
462,Idaho Springs,55-59,92.0,97,2016.0
463,Jamestown,55-59,11.0,11,2016.0
464,Keenesburg,55-59,37.0,30,2016.0
465,Kiowa,55-59,25.0,19,2016.0
466,Lafayette,55-59,1085.0,943,2016.0
467,Lakeside,55-59,0.0,0,2016.0
468,Lakewood,55-59,5651.0,5070,2016.0
469,Larkspur,55-59,6.0,13,2016.0
470,Littleton,55-59,1832.0,1617,2016.0
471,Lone Tree,55-59,558.0,443,2016.0
472,Longmont,55-59,3156.0,2791,2016.0
473,Louisville,55-59,794.0,819,2016.0
474,Lyons,55-59,102.0,53,2016.0
475,Mead,55-59,255.0,160,2016.0
476,Morrison,55-59,13.0,23,2016.0
477,Mountain View,55-59,20.0,17,2016.0
478,Nederland,55-59,81.0,58,2016.0
479,Northglenn,55-59,1366.0,1267,2016.0
480,Parker,55-59,1203.0,1341,2016.0
481,Platteville,55-59,22.0,56,2016.0
482,Sheridan,55-59,217.0,186,2016.0
483,Silver Plume,55-59,4.0,12,2016.0
484,Superior,55-59,384.0,405,2016.0
485,Thornton,55-59,3374.0,3375,2016.0
486,Ward,55-59,5.0,5,2016.0
487,Westminster,55-59,3778.0,3790,2016.0
488,Wheat Ridge,55-59,1156.0,1167,2016.0
489,Weld County (DRCOG),55-59,2138.0,2329,2016.0
490,Region,55-59,109067.0,105314,2016.0
421,Arvada,60-64,4028.0,3644,2016.0
422,Aurora,60-64,9587.0,8279,2016.0
423,Bennett,60-64,87.0,95,2016.0
424,Black Hawk,60-64,2.0,2,2016.0
425,Boulder City,60-64,2524.0,2363,2016.0
426,Adams County,60-64,11306.0,11169,2016.0
427,Arapahoe County,60-64,18680.0,16314,2016.0
428,Boulder County,60-64,9595.0,9097,2016.0
429,Broomfield City/County,60-64,1716.0,1530,2016.0
430,Clear Creek County,60-64,363.0,431,2016.0
431,Denver City/County,60-64,17524.0,15694,2016.0
431,Denver City/County,60-64,17524.0,15694,2016.0
432,Douglas County,60-64,8644.0,7840,2016.0
433,Gilpin County,60-64,267.0,342,2016.0
434,Jefferson County,60-64,19545.0,18522,2016.0
435,Bow Mar,60-64,23.0,45,2016.0
436,Weld County,60-64,7313.0,7687,2016.0
437,Brighton,60-64,925.0,628,2016.0
438,Castle Pines,60-64,231.0,223,2016.0
439,Castle Rock,60-64,1266.0,970,2016.0
440,Centennial,60-64,4049.0,3394,2016.0
441,Central City,60-64,39.0,29,2016.0
442,Cherry Hills Village,60-64,190.0,276,2016.0
443,Columbine Valley,60-64,57.0,53,2016.0
444,Commerce City,60-64,1005.0,966,2016.0
445,Dacono,60-64,107.0,92,2016.0
446,Deer Trail,60-64,9.0,21,2016.0
447,Edgewater,60-64,48.0,100,2016.0
448,Elizabeth,60-64,32.0,22,2016.0
449,Empire,60-64,16.0,13,2016.0
450,Englewood,60-64,1024.0,1087,2016.0
451,Erie,60-64,609.0,561,2016.0
452,Federal Heights,60-64,310.0,210,2016.0
453,Firestone,60-64,224.0,341,2016.0
454,Fort Lupton,60-64,275.0,219,2016.0
455,Foxfield,60-64,41.0,27,2016.0
456,Frederick,60-64,278.0,350,2016.0
457,Georgetown,60-64,46.0,50,2016.0
458,Glendale,60-64,48.0,33,2016.0
459,Golden,60-64,384.0,584,2016.0
459,Golden,60-64,384.0,584,2016.0
460,Greenwood Village,60-64,660.0,493,2016.0
461,Hudson,60-64,17.0,33,2016.0
462,Idaho Springs,60-64,52.0,123,2016.0
463,Jamestown,60-64,3.0,19,2016.0
464,Keenesburg,60-64,27.0,12,2016.0
465,Kiowa,60-64,29.0,18,2016.0
466,Lafayette,60-64,895.0,1011,2016.0
467,Lakeside,60-64,2.0,0,2016.0
468,Lakewood,60-64,5064.0,4654,2016.0
469,Larkspur,60-64,9.0,15,2016.0
470,Littleton,60-64,1613.0,1423,2016.0
471,Lone Tree,60-64,413.0,313,2016.0
472,Longmont,60-64,2932.0,2462,2016.0
473,Louisville,60-64,755.0,684,2016.0
474,Lyons,60-64,53.0,65,2016.0
475,Mead,60-64,84.0,145,2016.0
476,Morrison,60-64,10.0,8,2016.0
477,Mountain View,60-64,10.0,20,2016.0
478,Nederland,60-64,15.0,36,2016.0
479,Northglenn,60-64,826.0,798,2016.0
480,Parker,60-64,939.0,980,2016.0
481,Platteville,60-64,92.0,65,2016.0
482,Sheridan,60-64,89.0,164,2016.0
483,Silver Plume,60-64,6.0,6,2016.0
484,Superior,60-64,277.0,239,2016.0
485,Thornton,60-64,2995.0,2866,2016.0
486,Ward,60-64,7.0,10,2016.0
487,Westminster,60-64,3635.0,2869,2016.0
488,Wheat Ridge,60-64,1256.0,1158,2016.0
489,Weld County (DRCOG),60-64,1815.0,2001,2016.0
490,Region,60-64,95942.0,89686,2016.0
421,Arvada,65-69,3216.0,2849,2016.0
422,Aurora,65-69,7361.0,6253,2016.0
423,Bennett,65-69,60.0,27,2016.0
424,Black Hawk,65-69,0.0,0,2016.0
425,Boulder City,65-69,2061.0,1760,2016.0
426,Adams County,65-69,9217.0,7974,2016.0
427,Arapahoe County,65-69,14157.0,12779,2016.0
428,Boulder County,65-69,7411.0,6799,2016.0
429,Broomfield City/County,65-69,1486.0,1284,2016.0
430,Clear Creek County,65-69,341.0,499,2016.0
431,Denver City/County,65-69,13508.0,11619,2016.0
431,Denver City/County,65-69,13508.0,11619,2016.0
432,Douglas County,65-69,6507.0,6114,2016.0
433,Gilpin County,65-69,207.0,221,2016.0
434,Jefferson County,65-69,15265.0,14391,2016.0
435,Bow Mar,65-69,28.0,33,2016.0
436,Weld County,65-69,5696.0,5623,2016.0
437,Brighton,65-69,565.0,658,2016.0
438,Castle Pines,65-69,203.0,288,2016.0
439,Castle Rock,65-69,970.0,857,2016.0
440,Centennial,65-69,3208.0,2866,2016.0
441,Central City,65-69,30.0,10,2016.0
442,Cherry Hills Village,65-69,227.0,184,2016.0
443,Columbine Valley,65-69,55.0,34,2016.0
444,Commerce City,65-69,800.0,752,2016.0
445,Dacono,65-69,36.0,85,2016.0
446,Deer Trail,65-69,14.0,11,2016.0
447,Edgewater,65-69,110.0,126,2016.0
448,Elizabeth,65-69,26.0,26,2016.0
449,Empire,65-69,9.0,17,2016.0
450,Englewood,65-69,544.0,628,2016.0
451,Erie,65-69,407.0,374,2016.0
452,Federal Heights,65-69,185.0,125,2016.0
453,Firestone,65-69,184.0,195,2016.0
454,Fort Lupton,65-69,126.0,178,2016.0
455,Foxfield,65-69,38.0,43,2016.0
456,Frederick,65-69,208.0,228,2016.0
457,Georgetown,65-69,59.0,59,2016.0
458,Glendale,65-69,45.0,20,2016.0
459,Golden,65-69,438.0,386,2016.0
459,Golden,65-69,438.0,386,2016.0
460,Greenwood Village,65-69,375.0,461,2016.0
461,Hudson,65-69,42.0,62,2016.0
462,Idaho Springs,65-69,48.0,78,2016.0
463,Jamestown,65-69,4.0,5,2016.0
464,Keenesburg,65-69,37.0,49,2016.0
465,Kiowa,65-69,27.0,37,2016.0
466,Lafayette,65-69,663.0,531,2016.0
467,Lakeside,65-69,0.0,0,2016.0
468,Lakewood,65-69,4039.0,3599,2016.0
469,Larkspur,65-69,4.0,4,2016.0
470,Littleton,65-69,1181.0,1097,2016.0
471,Lone Tree,65-69,247.0,274,2016.0
472,Longmont,65-69,2048.0,1940,2016.0
473,Louisville,65-69,515.0,294,2016.0
474,Lyons,65-69,46.0,31,2016.0
475,Mead,65-69,118.0,152,2016.0
476,Morrison,65-69,12.0,12,2016.0
477,Mountain View,65-69,19.0,6,2016.0
478,Nederland,65-69,16.0,46,2016.0
479,Northglenn,65-69,802.0,725,2016.0
480,Parker,65-69,745.0,585,2016.0
481,Platteville,65-69,47.0,66,2016.0
482,Sheridan,65-69,250.0,141,2016.0
483,Silver Plume,65-69,14.0,4,2016.0
484,Superior,65-69,109.0,204,2016.0
485,Thornton,65-69,2573.0,2018,2016.0
486,Ward,65-69,7.0,0,2016.0
487,Westminster,65-69,2511.0,2132,2016.0
488,Wheat Ridge,65-69,810.0,654,2016.0
489,Weld County (DRCOG),65-69,1377.0,1452,2016.0
490,Region,65-69,74534.0,68166,2016.0
421,Arvada,70-74,2119.0,1660,2016.0
422,Aurora,70-74,4887.0,3860,2016.0
423,Bennett,70-74,63.0,36,2016.0
424,Black Hawk,70-74,8.0,0,2016.0
425,Boulder City,70-74,1289.0,1088,2016.0
426,Adams County,70-74,5729.0,5160,2016.0
427,Arapahoe County,70-74,9443.0,7760,2016.0
428,Boulder County,70-74,4516.0,4198,2016.0
429,Broomfield City/County,70-74,969.0,754,2016.0
430,Clear Creek County,70-74,224.0,149,2016.0
431,Denver City/County,70-74,8995.0,7532,2016.0
431,Denver City/County,70-74,8995.0,7532,2016.0
432,Douglas County,70-74,4121.0,3768,2016.0
433,Gilpin County,70-74,81.0,46,2016.0
434,Jefferson County,70-74,10389.0,8489,2016.0
435,Bow Mar,70-74,12.0,16,2016.0
436,Weld County,70-74,4022.0,3724,2016.0
437,Brighton,70-74,511.0,409,2016.0
438,Castle Pines,70-74,250.0,180,2016.0
439,Castle Rock,70-74,748.0,615,2016.0
440,Centennial,70-74,2011.0,1792,2016.0
441,Central City,70-74,24.0,0,2016.0
442,Cherry Hills Village,70-74,105.0,205,2016.0
443,Columbine Valley,70-74,57.0,51,2016.0
444,Commerce City,70-74,402.0,373,2016.0
445,Dacono,70-74,50.0,43,2016.0
446,Deer Trail,70-74,17.0,12,2016.0
447,Edgewater,70-74,66.0,60,2016.0
448,Elizabeth,70-74,10.0,7,2016.0
449,Empire,70-74,0.0,1,2016.0
450,Englewood,70-74,459.0,257,2016.0
451,Erie,70-74,235.0,144,2016.0
452,Federal Heights,70-74,171.0,79,2016.0
453,Firestone,70-74,175.0,152,2016.0
454,Fort Lupton,70-74,80.0,63,2016.0
455,Foxfield,70-74,12.0,23,2016.0
456,Frederick,70-74,102.0,114,2016.0
457,Georgetown,70-74,30.0,9,2016.0
458,Glendale,70-74,8.0,0,2016.0
459,Golden,70-74,203.0,167,2016.0
459,Golden,70-74,203.0,167,2016.0
460,Greenwood Village,70-74,218.0,343,2016.0
461,Hudson,70-74,12.0,25,2016.0
462,Idaho Springs,70-74,31.0,27,2016.0
463,Jamestown,70-74,9.0,1,2016.0
464,Keenesburg,70-74,5.0,13,2016.0
465,Kiowa,70-74,33.0,11,2016.0
466,Lafayette,70-74,336.0,234,2016.0
467,Lakeside,70-74,0.0,1,2016.0
468,Lakewood,70-74,2975.0,2199,2016.0
469,Larkspur,70-74,14.0,2,2016.0
470,Littleton,70-74,1041.0,789,2016.0
471,Lone Tree,70-74,221.0,197,2016.0
472,Longmont,70-74,1647.0,1394,2016.0
473,Louisville,70-74,147.0,192,2016.0
474,Lyons,70-74,28.0,23,2016.0
475,Mead,70-74,37.0,99,2016.0
476,Morrison,70-74,9.0,1,2016.0
477,Mountain View,70-74,6.0,7,2016.0
478,Nederland,70-74,7.0,29,2016.0
479,Northglenn,70-74,598.0,440,2016.0
480,Parker,70-74,477.0,308,2016.0
481,Platteville,70-74,27.0,37,2016.0
482,Sheridan,70-74,56.0,69,2016.0
483,Silver Plume,70-74,0.0,5,2016.0
484,Superior,70-74,45.0,95,2016.0
485,Thornton,70-74,1387.0,1327,2016.0
486,Ward,70-74,5.0,4,2016.0
487,Westminster,70-74,1609.0,1513,2016.0
488,Wheat Ridge,70-74,726.0,588,2016.0
489,Weld County (DRCOG),70-74,836.0,872,2016.0
490,Region,70-74,48840.0,41978,2016.0
421,Arvada,75-79,1938.0,1530,2016.0
422,Aurora,75-79,3501.0,2449,2016.0
423,Bennett,75-79,27.0,16,2016.0
424,Black Hawk,75-79,3.0,2,2016.0
425,Boulder City,75-79,825.0,762,2016.0
426,Adams County,75-79,4502.0,3262,2016.0
427,Arapahoe County,75-79,6879.0,5338,2016.0
428,Boulder County,75-79,3395.0,2895,2016.0
429,Broomfield City/County,75-79,638.0,471,2016.0
430,Clear Creek County,75-79,76.0,101,2016.0
431,Denver City/County,75-79,6749.0,5037,2016.0
431,Denver City/County,75-79,6749.0,5037,2016.0
432,Douglas County,75-79,2603.0,2129,2016.0
433,Gilpin County,75-79,26.0,9,2016.0
434,Jefferson County,75-79,7544.0,6420,2016.0
435,Bow Mar,75-79,14.0,12,2016.0
436,Weld County,75-79,2851.0,2555,2016.0
437,Brighton,75-79,255.0,237,2016.0
438,Castle Pines,75-79,94.0,117,2016.0
439,Castle Rock,75-79,278.0,258,2016.0
440,Centennial,75-79,1339.0,1291,2016.0
441,Central City,75-79,6.0,0,2016.0
442,Cherry Hills Village,75-79,96.0,119,2016.0
443,Columbine Valley,75-79,13.0,29,2016.0
444,Commerce City,75-79,294.0,231,2016.0
445,Dacono,75-79,63.0,33,2016.0
446,Deer Trail,75-79,21.0,2,2016.0
447,Edgewater,75-79,43.0,10,2016.0
448,Elizabeth,75-79,8.0,22,2016.0
449,Empire,75-79,0.0,0,2016.0
450,Englewood,75-79,299.0,235,2016.0
451,Erie,75-79,78.0,73,2016.0
452,Federal Heights,75-79,217.0,93,2016.0
453,Firestone,75-79,70.0,20,2016.0
454,Fort Lupton,75-79,88.0,123,2016.0
455,Foxfield,75-79,10.0,14,2016.0
456,Frederick,75-79,49.0,67,2016.0
457,Georgetown,75-79,32.0,8,2016.0
458,Glendale,75-79,0.0,24,2016.0
459,Golden,75-79,142.0,141,2016.0
459,Golden,75-79,142.0,141,2016.0
460,Greenwood Village,75-79,220.0,185,2016.0
461,Hudson,75-79,12.0,16,2016.0
462,Idaho Springs,75-79,9.0,50,2016.0
463,Jamestown,75-79,0.0,5,2016.0
464,Keenesburg,75-79,7.0,5,2016.0
465,Kiowa,75-79,30.0,12,2016.0
466,Lafayette,75-79,331.0,191,2016.0
467,Lakeside,75-79,0.0,0,2016.0
468,Lakewood,75-79,2090.0,1727,2016.0
469,Larkspur,75-79,1.0,0,2016.0
470,Littleton,75-79,769.0,577,2016.0
471,Lone Tree,75-79,121.0,94,2016.0
472,Longmont,75-79,962.0,896,2016.0
473,Louisville,75-79,429.0,188,2016.0
474,Lyons,75-79,19.0,14,2016.0
475,Mead,75-79,0.0,20,2016.0
476,Morrison,75-79,26.0,13,2016.0
477,Mountain View,75-79,9.0,6,2016.0
478,Nederland,75-79,13.0,4,2016.0
479,Northglenn,75-79,794.0,445,2016.0
480,Parker,75-79,303.0,183,2016.0
481,Platteville,75-79,12.0,8,2016.0
482,Sheridan,75-79,76.0,52,2016.0
483,Silver Plume,75-79,11.0,10,2016.0
484,Superior,75-79,71.0,43,2016.0
485,Thornton,75-79,956.0,703,2016.0
486,Ward,75-79,0.0,0,2016.0
487,Westminster,75-79,1116.0,877,2016.0
488,Wheat Ridge,75-79,516.0,462,2016.0
489,Weld County (DRCOG),75-79,459.0,547,2016.0
490,Region,75-79,35450.0,28443,2016.0
421,Arvada,80-84,1280.0,860,2016.0
422,Aurora,80-84,2507.0,1742,2016.0
